"Time","Step_Base","Step_Elbow","Step_Shoulder","Step_WristLeft","Step_WristRight","Step_Gripper","Palm_x","Palm_y","Palm_z"
96514070417,0,0,0,0,0,0,-26.3203926086426,363.537139892578,0.719827592372894
96514131179,0,-2,2,0,0,0,-26.2580375671387,363.094879150391,0.376461952924728
96514183142,-1,-1,1,0,0,0,-26.396635055542,362.8603515625,0.214896559715271
96514217816,-1,0,0,0,0,0,-26.4800872802734,362.977233886719,0.179474487900734
96514261169,1,1,0,0,0,0,-26.3179950714111,362.886779785156,0.28801754117012
96514304534,2,1,1,0,0,0,-26.0557441711426,362.685913085938,0.390204966068268
96514347903,2,0,2,0,0,0,-25.6758689880371,362.087707519531,0.352284640073776
96514391269,3,0,2,0,0,0,-25.2537670135498,361.558380126953,0.291117012500763
96514443290,4,-1,1,0,0,0,-24.6420478820801,361.238433837891,0.192238450050354
96514504041,6,1,0,0,0,0,-23.7395839691162,361.19580078125,0.260364770889282
96514573477,3,1,-1,0,0,0,-23.2830104827881,361.338104248047,0.374699145555496
96514634095,-2,5,0,0,0,0,-23.5108985900879,361.341918945313,1.14082705974579
96514694751,-2,4,1,0,0,0,-23.8935279846191,361.162567138672,1.7391791343689
96514755473,2,3,1,0,0,0,-23.6023788452148,360.922119140625,2.14465641975403
96514807558,3,1,0,0,0,0,-23.1176071166992,360.927001953125,2.34851431846619
96514859565,5,0,2,0,0,0,-22.2792549133301,360.408752441406,2.25373220443726
96514928973,7,-1,3,0,0,0,-21.1618728637695,359.629211425781,2.02692341804504
96515007127,4,1,7,0,0,0,-20.4420471191406,357.810546875,2.17051792144775
96515085024,4,3,6,0,0,0,-19.7292442321777,356.2783203125,2.50908231735229
96515154390,4,0,2,0,0,0,-19.1345138549805,355.743072509766,2.42534565925598
96515215287,0,2,-1,0,0,0,-19.1047687530518,355.9677734375,2.70572423934937
96515258476,-1,3,0,0,0,0,-19.2194480895996,356.0673828125,3.11871361732483
96515310496,0,1,1,0,0,0,-19.1995792388916,355.706298828125,3.2826931476593
96515353823,1,0,2,0,0,0,-18.9928741455078,355.204956054688,3.23460030555725
96515397200,2,-1,4,0,0,0,-18.6230812072754,354.195678710938,2.93450450897217
96515457924,5,0,6,0,0,0,-17.8840389251709,352.501434326172,2.78538107872009
96515527289,6,2,6,0,0,0,-16.8658924102783,350.901275634766,2.94583964347839
96515605350,6,-1,3,0,0,0,-15.9234342575073,350.159851074219,2.6362931728363
96515674702,5,0,4,0,0,0,-15.1973705291748,349.212249755859,2.55984807014465
96515744082,3,-1,3,0,0,0,-14.7140913009644,348.421905517578,2.30564713478088
96515796279,2,-1,1,0,0,0,-14.4309940338135,348.116516113281,2.02631020545959
96515839695,0,-1,2,0,0,0,-14.4894371032715,347.706970214844,1.8122855424881
96515891688,1,-2,0,0,0,0,-14.4017553329468,347.784881591797,1.48272848129272
96515935006,2,-2,0,0,0,0,-14.0707902908325,347.779205322266,1.17572510242462
96515978376,5,-3,-1,0,0,0,-13.3760242462158,347.937805175781,0.739436984062195
96516047762,8,-3,3,0,0,0,-12.1464815139771,347.017333984375,0.126427307724953
96516134450,12,-3,6,0,0,0,-10.3153400421143,345.537017822266,-0.582546651363373
96516247193,16,-5,8,0,0,0,-7.89448928833008,343.485870361328,-1.83403873443604
96516377279,12,1,9,0,0,0,-6.03681182861328,341.195617675781,-2.15103316307068
96516490023,9,-2,1,0,0,0,-4.70131731033325,340.986999511719,-2.59513759613037
96516585420,6,2,5,0,0,0,-3.7903573513031,339.714538574219,-2.58410549163818
96516654790,3,0,3,0,0,0,-3.34911847114563,338.881683349609,-2.80003786087036
96516706817,3,1,2,0,0,0,-2.91267323493958,338.319885253906,-2.76004457473755
96516758857,2,2,2,0,0,0,-2.6055600643158,337.880767822266,-2.61803960800171
96516810858,2,2,3,0,0,0,-2.30606770515442,337.151519775391,-2.48612833023071
96516862854,2,1,1,0,0,0,-1.98052847385406,336.760345458984,-2.44789004325867
96516906237,1,1,1,0,0,0,-1.77793252468109,336.411010742188,-2.4028844833374
96516940934,1,0,1,0,0,0,-1.57501828670502,336.038543701172,-2.41256737709045
96516984337,2,1,3,0,0,0,-1.31531417369843,335.2890625,-2.35697650909424
96517036341,2,1,5,0,0,0,-0.93536764383316,334.006988525391,-2.41076874732971
96517105731,1,2,3,0,0,0,-0.764932096004486,333.098419189453,-2.31369757652283
96517157760,-2,2,2,0,0,0,-1.01686894893646,332.665557861328,-2.04807376861572
96517201119,-2,2,0,0,0,0,-1.2711980342865,332.545715332031,-1.69951486587524
96517253178,-2,2,1,0,0,0,-1.57455086708069,332.223052978516,-1.37663590908051
96517296535,-1,1,2,0,0,0,-1.6438604593277,331.582000732422,-1.29802143573761
96517348538,1,1,2,0,0,0,-1.43203830718994,330.925506591797,-1.32551050186157
96517391902,1,1,2,0,0,0,-1.26887476444244,330.322998046875,-1.32531023025513
96517435293,1,1,3,0,0,0,-1.08791947364807,329.560699462891,-1.26459622383118
96517487256,0,1,3,0,0,0,-1.08058738708496,328.648742675781,-1.30573379993439
96517539317,-2,1,4,0,0,0,-1.39234530925751,327.651306152344,-1.25637269020081
96517600075,-1,2,4,0,0,0,-1.47604489326477,326.55224609375,-1.2276359796524
96517660752,0,2,4,0,0,0,-1.3913938999176,325.5234375,-1.16020894050598
