"Time","Step_Base","Step_Elbow","Step_Shoulder","Step_WristLeft","Step_WristRight","Step_Gripper","Palm_x","Palm_y","Palm_z"
243715017420,0,0,0,0,0,0,-70.9157791137695,351.807220458984,35.4527893066406
243715086759,-3,1,3,0,0,0,-71.3125305175781,351.037231445313,35.6240272521973
243715138763,-2,0,3,0,0,0,-71.5602264404297,350.122344970703,35.6039505004883
243715199466,-7,0,1,0,0,0,-72.6604614257813,349.944610595703,35.555591583252
243715277529,-8,2,-1,0,0,0,-73.9866256713867,350.121246337891,35.8089256286621
243715364201,-2,0,1,0,0,0,-74.2986450195313,349.9033203125,35.722225189209
243715407606,1,2,-1,0,0,0,-74.0960235595703,350.040313720703,36.0093193054199
243715451530,3,0,-2,0,0,0,-73.6549987792969,350.574615478516,36.0815696716309
243715503170,4,1,-2,0,0,0,-72.9996337890625,351.129516601563,36.231143951416
243715563834,7,0,4,0,0,0,-71.874153137207,350.142547607422,36.2140502929688
243715641926,10,1,5,0,0,0,-70.2986373901367,348.677062988281,36.2894096374512
243715745969,12,0,11,0,0,0,-68.4596405029297,345.776702880859,36.1774444580078
243715850064,14,-2,10,0,0,0,-66.2051391601563,343.081604003906,35.7436447143555
243715980067,17,-2,9,0,0,0,-63.5990333557129,340.781768798828,35.2075500488281
243716118877,10,6,6,0,0,0,-61.9436721801758,339.093109130859,35.9576644897461
243716222906,6,7,9,0,0,0,-60.9612579345703,336.619079589844,36.8116912841797
243716309647,4,3,7,0,0,0,-60.2637214660645,334.769775390625,37.103946685791
243716387662,4,1,4,0,0,0,-59.6869659423828,333.571929931641,37.0607872009277
243716448418,4,-2,2,0,0,0,-58.9975738525391,332.928131103516,36.6100196838379
243716509117,3,-1,3,0,0,0,-58.5755195617676,332.122833251953,36.2959289550781
243716561091,3,2,2,0,0,0,-58.1185073852539,331.472320556641,36.4370346069336
243716613312,4,-1,5,0,0,0,-57.4819450378418,330.105133056641,36.134105682373
243716682537,7,2,8,0,0,0,-56.2926788330078,328.032104492188,36.0889015197754
243716760599,9,0,5,0,0,0,-54.8806686401367,326.624298095703,35.7698059082031
243716855978,7,4,5,0,0,0,-53.6973152160645,325.186798095703,36.1111526489258
243716934151,4,2,6,0,0,0,-53.034496307373,323.540802001953,36.1505813598633
243717003546,0,1,7,0,0,0,-53.0614204406738,321.707092285156,36.0286331176758
243717081362,3,-2,7,0,0,0,-52.7166900634766,319.927001953125,35.3840980529785
243717159518,10,-3,6,0,0,0,-51.1759986877441,318.429748535156,34.4086380004883
243717263582,14,0,7,0,0,0,-48.9459228515625,316.676635742188,33.7933807373047
243717384970,14,1,8,0,0,0,-46.7677192687988,314.464782714844,33.2464828491211
243717506328,8,5,6,0,0,0,-45.4030609130859,312.810607910156,33.5581321716309
243717584405,11,2,4,0,0,0,-43.7074851989746,311.726867675781,33.2969169616699
243717697143,16,3,4,0,0,0,-41.0862846374512,310.693023681641,33.170783996582
243717827188,8,4,5,0,0,0,-39.8153610229492,309.392059326172,33.3418617248535
243717913945,4,4,5,0,0,0,-39.1996269226074,307.944763183594,33.4668807983398
243717974794,4,1,3,0,0,0,-38.6359558105469,307.166870117188,33.2969703674316
243718035484,5,1,2,0,0,0,-37.8803520202637,306.692993164063,33.129768371582
243718104890,7,3,4,0,0,0,-36.7888603210449,305.584899902344,33.1498031616211
243718182766,8,3,6,0,0,0,-35.4960708618164,304.058502197266,32.9982452392578
243718269487,6,2,4,0,0,0,-34.5850028991699,302.938201904297,32.7958946228027
243718338903,3,2,5,0,0,0,-34.1183204650879,301.711486816406,32.6235961914063
243718399596,3,2,4,0,0,0,-33.6089210510254,300.623321533203,32.5129585266113
243718460435,7,1,5,0,0,0,-32.5486373901367,299.395599365234,31.9974174499512
243718538348,11,4,7,0,0,0,-30.7682800292969,297.512969970703,31.6830711364746
243718642428,9,9,10,0,0,0,-29.2490940093994,294.835510253906,31.852840423584
